name,max_temp,min_temp
lycium californicum var. arizonicum,80.3,40.3
lycium californicum var. californicum,79.4,39.4
lycium carolinianum,84.8,44.8
lycium carolinianum var. carolinianum,82.4,42.4
lycium carolinianum var. quadrifidum,84.8,44.8
lycium chinense,80,60
lycium cooperi,68.6,28.6
lycium exsertum,80.3,40.3
lycium ferocissimum,79.4,39.4
lycium fremontii,79.4,39.4
lycium hassei,79.4,39.4
lycium macrodon,80.3,40.3
lycium pallidum,68.6,28.6
lycium pallidum var. oligospermum,69.9,29.9
lycium pallidum var. pallidum,68.6,28.6
lycium parishii,69.9,29.9
lycium puberulum,84.8,44.8
lycium puberulum var. berberioides,84.8,44.8
lycium puberulum var. puberulum,84.8,44.8
lycium sandwicense,90,50
lycium shockleyi,69.9,29.9
lycium texanum,84.8,44.8
lycium torreyi,68.6,28.6
lycium tweedianum,80,60
lycium tweedianum var. chrysocarpum,80,60
lycopodiella,80,60
lycopodiella alopecuroides,75.1,35.1
lycopodiella appressa,80,60
lycopodiella ×brucei,82.4,42.4
lycopodiella caroliniana,80,60
lycopodiella caroliniana var. caroliniana,80,60
lycopodiella caroliniana var. meridionalis,80,60
lycopodiella cernua,80,60
lycopodiella cernua var. cernua,80,60
lycopodiella cernua var. curvata,80,60
lycopodiella ×copelandii,75.1,35.1
lycopodiella inundata,80,60
lycopodiella margueritiae,75.1,35.1
lycopodiella prostrata,84.8,44.8
lycopodiella subappressa,70.7,30.7
lycopodium,80,60
lycopodium alpinum,80,60
lycopodium annotinum,80,60
lycopodium clavatum,80,60
lycopodium complanatum,80,60
lycopodium dendroideum,80,60
lycopodium digitatum,80,60
lycopodium ×habereri,80,60
lycopodium hickeyi,80,60
lycopodium ×issleri,61,21
lycopodium lagopus,80,60
lycopodium obscurum,80,60
lycopodium sabinifolium,80,60
lycopodium sitchense,80,60
lycopodium tristachyum,80,60
lycopodium venustulum,90,50
lycopodium venustulum var. venustulum,90,50
lycopodium venustulum var. verticale,90,50
lycopodium ×zeilleri,80,60
lycopus,80,60
lycopus americanus,80,60
lycopus amplectens,75.1,35.1
lycopus asper,80,60
lycopus cokeri,82.4,42.4
lycopus europaeus,80,60
lycopus laurentianus,80,60
lycopus rubellus,71.8,31.8
lycopus ×sherardii,80,60
lycopus uniflorus,80,60
lycopus uniflorus var. uniflorus,80,60
lycopus virginicus,80,60
lycoris,77.6,37.6
lycoris radiata,77.6,37.6
lycoris squamigera,77.6,37.6
lycurus,68.6,28.6
lycurus phleoides,84.8,44.8
lycurus setosus,68.6,28.6
lygodesmia,80,60
lygodesmia aphylla,83.5,43.5
lygodesmia arizonica,68.6,28.6
lygodesmia dianthopsis,68.6,28.6
lygodesmia doloresensis,68.6,28.6
lygodesmia entrada,68.6,28.6
lygodesmia grandiflora,62,22
lygodesmia juncea,80,60
lygodesmia ramosissima,84.8,44.8
lygodesmia texana,84.8,44.8
lygodium,80,60
lygodium japonicum,80,60
lygodium microphyllum,90.7,50.7
lygodium palmatum,71.8,31.8
lyonia,80,60
lyonia ferruginea,82.4,42.4
lyonia fruticosa,82.4,42.4
lyonia ligustrina,71.8,31.8
lyonia ligustrina var. foliosiflora,75.1,35.1
lyonia ligustrina var. ligustrina,71.8,31.8
lyonia lucida,75.1,35.1
lyonia mariana,75.1,35.1
lyonia rubiginosa,80,60
lyonia rubiginosa var. rubiginosa,80,60
lyonia rubiginosa var. stahlii,80,60
lyonia truncata,80,60
lyonia truncata var. proctorii,80,60
lyonothamnus,79.4,39.4
lyonothamnus floribundus,79.4,39.4
lyonothamnus floribundus ssp. aspleniifolius,79.4,39.4
lyonothamnus floribundus ssp. floribundus,79.4,39.4
lyrocarpa,79.4,39.4
lyrocarpa coulteri,79.4,39.4
lyrocarpa coulteri var. coulteri,79.4,39.4
lyrocarpa coulteri var. palmeri,79.4,39.4
lysichiton,80,60
lysichiton americanus,80,60
lysiloma,90.7,50.7
lysiloma latisiliquum,90.7,50.7
lysiloma sabicu,90.7,50.7
lysiloma watsonii,80.3,40.3
lysimachia,80,60
lysimachia asperulifolia,82.4,42.4
lysimachia barystachys,83.5,43.5
lysimachia ciliata,80,60
lysimachia clethroides,80,60
lysimachia ×commixta,80,60
lysimachia daphnoides,90,50
lysimachia filifolia,90,50
lysimachia forbesii,90,50
lysimachia fraseri,77.6,37.6
lysimachia glutinosa,90,50
lysimachia graminea,82.8,42.8
lysimachia haupuensis,90,50
lysimachia hillebrandii,90,50
lysimachia hybrida,80,60
lysimachia iniki,90,50
lysimachia japonica,71.8,31.8
lysimachia kahiliensis,90,50
lysimachia kalalauensis,90,50
lysimachia lamiatilis,90,50
lysimachia lanceolata,80,60
lysimachia loomisii,82.4,42.4
lysimachia lydgatei,90,50
lysimachia mauritiana,90,50
lysimachia maxima,90,50
lysimachia nummularia,80,60
lysimachia ovoidea,90,50
lysimachia pendens,90,50
lysimachia ×producta,80,60
lysimachia punctata,80,60
lysimachia quadriflora,80,60
lysimachia quadrifolia,80,60
lysimachia ×radfordii,79,39
lysimachia radicans,75.1,35.1
lysimachia remyi,90,50
lysimachia remyi ssp. caliginis,90,50
lysimachia remyi ssp. kipahuluensis,90,50
lysimachia remyi ssp. remyi,90,50
lysimachia remyi ssp. subherbacea,90,50
lysimachia scopulensis,90,50
lysimachia terrestris,80,60
lysimachia thyrsiflora,80,60
lysimachia tonsa,71.8,31.8
lysimachia venosa,90,50
lysimachia vulgaris,80,60
lysimachia waianaeensis,90,50
lythrum,80,60
lythrum alatum,80,60
lythrum alatum var. alatum,80,60
lythrum alatum var. lanceolatum,75.1,35.1
lythrum californicum,68.6,28.6
lythrum curtissii,83.5,43.5
lythrum flagellare,90.7,50.7
lythrum hyssopifolium,80,60
lythrum lineare,75.1,35.1
lythrum maritimum,90,50
lythrum ovalifolium,84.8,44.8
lythrum portula,80,60
lythrum salicaria,80,60
lythrum thymifolia,82.8,42.8
lythrum tribracteatum,68.6,28.6
lythrum virgatum,68.3,28.3
mabrya,80.3,40.3
mabrya acerifolia,80.3,40.3
macadamia,80,60
macadamia integrifolia,80,60
macaranga,90,50
macaranga mappa,90,50
macaranga tanarius,90,50
macbridea,82.4,42.4
macbridea alba,90.7,50.7
macbridea caroliniana,82.4,42.4
macfadyena,80,60
macfadyena unguis-cati,80,60
machaeranthera,80,60
machaeranthera arida,69.9,29.9
machaeranthera asteroides,68.6,28.6
machaeranthera asteroides var. asteroides,68.6,28.6
machaeranthera asteroides var. glandulosa,68.6,28.6
machaeranthera asteroides var. lagunensis,79.4,39.4
machaeranthera bigelovii,62,22
machaeranthera bigelovii var. bigelovii,62,22
machaeranthera bigelovii var. commixta,68.6,28.6
machaeranthera bigelovii var. mucronata,80.3,40.3
machaeranthera blephariphylla,84.8,44.8
machaeranthera canescens,80,60
machaeranthera canescens ssp. canescens,80,60
machaeranthera canescens ssp. canescens var. ambigua,73.4,33.4
machaeranthera canescens ssp. canescens var. canescens,80,60
machaeranthera canescens ssp. canescens var. incana,80,60
machaeranthera canescens ssp. canescens var. leucanthemifolia,68.6,28.6
machaeranthera canescens ssp. canescens var. sessiliflora,64.4,24.4
machaeranthera canescens ssp. canescens var. shastensis,68.4,28.4
machaeranthera canescens ssp. canescens var. ziegleri,79.4,39.4
machaeranthera canescens ssp. glabra,62,22
machaeranthera canescens ssp. glabra var. aristata,68.6,28.6
machaeranthera canescens ssp. glabra var. glabra,62,22
machaeranthera canescens ssp. glabra var. nebraskana,65.2,25.2
machaeranthera carnosa,69.9,29.9
machaeranthera carnosa var. carnosa,80.3,40.3
machaeranthera carnosa var. intricata,69.9,29.9
machaeranthera coloradoensis,62,22
machaeranthera coloradoensis var. brandegeei,65.1,25.1
machaeranthera coloradoensis var. coloradoensis,62,22
machaeranthera gracilis,68.6,28.6
machaeranthera grindelioides,80,60
machaeranthera grindelioides var. depressa,68.6,28.6
machaeranthera grindelioides var. grindelioides,80,60
machaeranthera gypsitherma,73.4,33.4
machaeranthera gypsophila,84.8,44.8
machaeranthera juncea,79.4,39.4
machaeranthera parviflora,68.6,28.6
machaeranthera pinnatifida,80,60
machaeranthera pinnatifida ssp. gooddingii,68.6,28.6
machaeranthera pinnatifida ssp. gooddingii var. gooddingii,68.6,28.6
machaeranthera pinnatifida ssp. gooddingii var. paradoxa,68.6,28.6
machaeranthera pinnatifida ssp. pinnatifida,80,60
machaeranthera pinnatifida ssp. pinnatifida var. chihuahuana,84.8,44.8
machaeranthera pinnatifida ssp. pinnatifida var. glaberrima,62,22
machaeranthera pinnatifida ssp. pinnatifida var. pinnatifida,80,60
machaeranthera riparia,73.4,33.4
machaeranthera tagetina,73.4,33.4
machaeranthera tanacetifolia,80,60
machaeranthera viscida,84.8,44.8
machaerina,80,60
machaerina angustifolia,90,50
machaerina mariscoides,90,50
machaerina mariscoides ssp. meyenii,90,50
machaerina restioides,80,60
machaerium,80,60
machaerium lunatum,80,60
machaonia,80,60
machaonia portoricensis,80,60
machaonia woodburyana,80,60
macleaya,80,60
macleaya cordata,80,60
maclura,80,60
maclura pomifera,80,60
maclura tinctoria,80,60
macradenia,90.7,50.7
macradenia lutescens,90.7,50.7
macranthera,83.4,43.4
macranthera flammea,83.4,43.4
macromeria,73.4,33.4
macromeria viridiflora,73.4,33.4
macromeria viridiflora var. thurberi,73.4,33.4
macromeria viridiflora var. viridiflora,73.4,33.4
macroptilium,80,60
macroptilium atropurpureum,80,60
macroptilium gibbosifolium,84.8,44.8
macroptilium lathyroides,80,60
macroptilium supinum,80.3,40.3
macrosiphonia,84.8,44.8
macrosiphonia brachysiphon,84.8,44.8
macrosiphonia hypoleuca,84.8,44.8
macrosiphonia lanuginosa,84.8,44.8
macrosiphonia lanuginosa var. lanuginosa,84.8,44.8
macrosiphonia lanuginosa var. macrosiphon,84.8,44.8
macrothelypteris,80,60
macrothelypteris torresiana,80,60
madia,80,60
madia anomala,79.4,39.4
madia citrigracilis,79.4,39.4
madia citriodora,68.3,28.3
madia elegans,68.3,28.3
madia elegans ssp. densifolia,68.4,28.4
madia elegans ssp. elegans,68.3,28.3
madia elegans ssp. vernalis,68.4,28.4
madia elegans ssp. wheeleri,79.4,39.4
madia exigua,80,60
madia glomerata,80,60
madia gracilis,80,60
madia madioides,68.3,28.3
madia radiata,79.4,39.4
madia sativa,80,60
madia subspicata,79.4,39.4
maesopsis,80,60
maesopsis eminii,80,60
magnolia,80,60
magnolia acuminata,80,60
magnolia ashei,90.7,50.7
magnolia fraseri,71.8,31.8
magnolia grandiflora,80,60
magnolia kobus,68.8,28.8
magnolia macrophylla,71.8,31.8
magnolia portoricensis,80,60
magnolia pyramidata,84.8,44.8
magnolia ×soulangiana,80,60
magnolia splendens,80,60
magnolia stellata,70.7,30.7
magnolia tripetala,71.8,31.8
magnolia virginiana,75.1,35.1
mahonia,80,60
mahonia aquifolium,80,60
mahonia bealei,75.1,35.1
mahonia dictyota,79.4,39.4
mahonia fremontii,68.6,28.6
mahonia haematocarpa,84.8,44.8
mahonia nervosa,80,60
mahonia nevinii,79.4,39.4
mahonia pinnata,68.4,28.4
mahonia pinnata ssp. insularis,79.4,39.4
mahonia pinnata ssp. pinnata,68.4,28.4
mahonia repens,80,60
mahonia swaseyi,84.8,44.8
mahonia trifoliolata,84.8,44.8
maianthemum,80,60
maianthemum canadense,80,60
maianthemum dilatatum,80,60
maianthemum racemosum,80,60
maianthemum racemosum ssp. amplexicaule,80,60
maianthemum racemosum ssp. racemosum,80,60
maianthemum stellatum,80,60
maianthemum trifolium,80,60
malachra,80,60
malachra alceifolia,80,60
malachra capitata,80,60
malachra fasciata,80,60
malachra radiata,80,60
malacomeles,84.8,44.8
malacomeles denticulata,84.8,44.8
malacothamnus,79.4,39.4
malacothamnus abbottii,79.4,39.4
malacothamnus aboriginum,79.4,39.4
malacothamnus clementinus,79.4,39.4
malacothamnus davidsonii,79.4,39.4
malacothamnus densiflorus,79.4,39.4
malacothamnus fasciculatus,79.4,39.4
malacothamnus foliosus,79.4,39.4
malacothamnus fremontii,79.4,39.4
malacothamnus jonesii,79.4,39.4
malacothamnus marrubioides,79.4,39.4
malacothamnus palmeri,79.4,39.4
malacothrix,62,22
malacothrix californica,79.4,39.4
malacothrix clevelandii,79.4,39.4
malacothrix coulteri,68.6,28.6
malacothrix fendleri,84.8,44.8
malacothrix floccifera,69.9,29.9
malacothrix foliosa,79.4,39.4
malacothrix foliosa ssp. crispifolia,79.4,39.4
malacothrix foliosa ssp. foliosa,79.4,39.4
malacothrix foliosa ssp. philbrickii,79.4,39.4
malacothrix foliosa ssp. polycephala,79.4,39.4
malacothrix glabrata,68.6,28.6
malacothrix incana,79.4,39.4
malacothrix indecora,79.4,39.4
malacothrix junakii,79.4,39.4
malacothrix phaeocarpa,79.4,39.4
malacothrix saxatilis,79.4,39.4
malacothrix saxatilis var. arachnoidea,79.4,39.4
malacothrix saxatilis var. commutata,79.4,39.4
malacothrix saxatilis var. implicata,79.4,39.4
malacothrix saxatilis var. saxatilis,79.4,39.4
malacothrix saxatilis var. tenuifolia,79.4,39.4
malacothrix similis,79.4,39.4
malacothrix sonchoides,62,22
malacothrix sonorae,84.8,44.8
malacothrix squalida,79.4,39.4
malacothrix stebbinsii,68.6,28.6
malacothrix torreyi,62,22
malaxis,80,60
malaxis bayardii,80,60
malaxis brachypoda,80,60
malaxis corymbosa,80.3,40.3
malaxis diphyllos,80,60
malaxis major,80,60
malaxis massonii,80,60
malaxis monophyllos,46.6,6.6
malaxis paludosa,80,60
malaxis porphyrea,84.8,44.8
malaxis soulei,84.8,44.8
malaxis spicata,80,60
malaxis tenuis,73.4,33.4
malaxis unifolia,80,60
malaxis wendtii,84.8,44.8
malcolmia,80,60
malcolmia africana,80,60
malcolmia maritima,63.1,23.1
malephora,79.4,39.4
malephora crocea,79.4,39.4
mallotus,90,50
mallotus philippensis,90,50
malosma,79.4,39.4
malosma laurina,79.4,39.4
malperia,79.4,39.4
malperia tenuis,79.4,39.4
malpighia,80,60
malpighia coccigera,80,60
malpighia emarginata,80,60
malpighia fucata,80,60
malpighia glabra,80,60
malpighia infestissima,80,60
malpighia linearis,80,60
malpighia setosa,80,60
malpighia woodburyana,80,60
malus,80,60
malus angustifolia,71.8,31.8
malus angustifolia var. angustifolia,71.8,31.8
malus angustifolia var. puberula,75.1,35.1
malus ×arnoldiana,67.9,27.9
malus baccata,80,60
malus coronaria,80,60
malus ×dawsoniana,68.4,28.4
malus floribunda,68.8,28.8
malus fusca,80,60
malus halliana,79,39
malus ioensis,63.1,23.1
malus ioensis var. ioensis,63.1,23.1
malus ioensis var. texana,84.8,44.8
malus ×magdeburgensis,67.9,27.9
malus ×platycarpa,71.8,31.8
malus prunifolia,80,60
malus pumila,80,60
malus ×soulardii,74.6,34.6
malus spectabilis,80,60
malus sylvestris,68.6,28.6
malus toringo,63.1,23.1
malus zumi,75.1,35.1
malva,80,60
malva alcea,80,60
malva moschata,80,60
malva neglecta,80,60
malva nicaeensis,72.7,32.7
malva parviflora,80,60
malva pusilla,80,60
malva sylvestris,80,60
malva verticillata,80,60
malvastrum,80,60
malvastrum americanum,80,60
malvastrum aurantiacum,84.8,44.8
malvastrum bicuspidatum,80.3,40.3
malvastrum corchorifolium,80,60
malvastrum coromandelianum,80,60
malvastrum hispidum,75.1,35.1
malvaviscus,80,60
malvaviscus arboreus,80,60
malvaviscus arboreus var. arboreus,80,60
malvaviscus arboreus var. drummondii,84.8,44.8
malvaviscus penduliflorus,80,60
malvella,68.3,28.3
malvella lepidota,84.8,44.8
malvella leprosa,68.3,28.3
malvella sagittifolia,84.8,44.8
mammea,80,60
mammea americana,80,60
mammillaria,80,60
mammillaria barbata,73.4,33.4
mammillaria dioica,79.4,39.4
mammillaria grahamii,84.8,44.8
mammillaria heyderi,84.8,44.8
mammillaria heyderi var. bullingtoniana,73.4,33.4
mammillaria heyderi var. hemisphaerica,84.8,44.8
mammillaria heyderi var. heyderi,84.8,44.8
mammillaria heyderi var. macdougalii,73.4,33.4
mammillaria heyderi var. meiacantha,84.8,44.8
mammillaria lasiacantha,84.8,44.8
mammillaria mainiae,80.3,40.3
mammillaria nivosa,80,60
mammillaria pottsii,84.8,44.8
mammillaria prolifera,84.8,44.8
mammillaria prolifera var. texana,84.8,44.8
mammillaria sphaerica,84.8,44.8
mammillaria tetrancistra,68.6,28.6
mammillaria thornberi,80.3,40.3
mammillaria wrightii,84.8,44.8
mammillaria wrightii var. wilcoxii,73.4,33.4
mammillaria wrightii var. wrightii,84.8,44.8
mancoa,84.8,44.8
mancoa pubens,84.8,44.8
manfreda,71.8,31.8
manfreda longiflora,84.8,44.8
manfreda maculosa,84.8,44.8
manfreda sileri,84.8,44.8
manfreda variegata,84.8,44.8
manfreda virginica,71.8,31.8
mangifera,80,60
mangifera indica,80,60
manihot,80,60
manihot angustiloba,73.4,33.4
manihot davisiae,80.3,40.3
manihot esculenta,80,60
manihot glaziovii,90,50
manihot grahamii,86.4,46.4
manihot subspicata,84.8,44.8
manihot walkerae,84.8,44.8
manilkara,80,60
manilkara bidentata,80,60
manilkara bidentata ssp. surinamensis,80,60
manilkara jaimiqui,90.7,50.7
manilkara jaimiqui ssp. emarginata,90.7,50.7
manilkara pleeana,80,60
manilkara valenzuela,80,60
manilkara zapota,80,60
mansoa,80,60
mansoa alliacea,80,60
mansoa hymenacea,80,60
mantisalca,79.4,39.4
mantisalca salmantica,79.4,39.4
mappia,80,60
mappia racemosa,80,60
marah,80,60
marah fabaceus,69.9,29.9
marah fabaceus var. agrestis,69.9,29.9
marah fabaceus var. fabaceus,79.4,39.4
marah gilensis,73.4,33.4
marah horridus,79.4,39.4
marah macrocarpus,79.4,39.4
marah macrocarpus var. macrocarpus,79.4,39.4
marah macrocarpus var. major,79.4,39.4
marah macrocarpus var. micranthus,79.4,39.4
marah oreganus,80,60
marah watsonii,79.4,39.4
maranta,80,60
maranta arundinacea,80,60
marattia,80,60
marattia douglasii,90,50
marattia laevis,80,60
marcgravia,80,60
marcgravia rectiflora,80,60
marcgravia sintenisii,80,60
margaranthus,84.8,44.8
margaranthus solanaceus,84.8,44.8
margaritaria,80,60
margaritaria nobilis,80,60
marina,73.4,33.4
marina calycosa,73.4,33.4
marina diffusa,80.3,40.3
marina orcuttii,79.4,39.4
marina parryi,69.9,29.9
marlierea,80,60
marlierea sintenisii,80,60
marrubium,80,60
marrubium vulgare,80,60
marsdenia,80,60
marsdenia elliptica,80,60
marsdenia woodburyana,80,60
marshallia,71.8,31.8
marshallia caespitosa,84.8,44.8
marshallia caespitosa var. caespitosa,84.8,44.8
marshallia caespitosa var. signata,84.8,44.8
marshallia graminifolia,84.8,44.8
marshallia graminifolia var. cynanthera,84.8,44.8
marshallia graminifolia var. graminifolia,82.4,42.4
marshallia grandiflora,71.8,31.8
marshallia mohrii,83.5,43.5
marshallia obovata,75.1,35.1
marshallia obovata var. obovata,75.1,35.1
marshallia obovata var. scaposa,82.4,42.4
marshallia ramosa,83.5,43.5
marshallia trinervia,77.6,37.6
marsilea,80,60
marsilea ancylopoda,80,60
marsilea crenata,90,50
marsilea hirsuta,90.7,50.7
marsilea macropoda,84.8,44.8
marsilea minuta,83.5,43.5
marsilea mollis,84.8,44.8
marsilea oligospora,62,22
marsilea polycarpa,80,60
marsilea quadrifolia,80,60
marsilea vestita,80,60
marsilea villosa,90,50
marsypianthes,80,60
marsypianthes chamaedrys,80,60
martynia,80,60
martynia annua,80,60
matayba,80,60
matayba domingensis,80,60
matelea,80,60
matelea alabamensis,83.5,43.5
matelea arizonica,80.3,40.3
matelea balbisii,80.3,40.3
matelea baldwyniana,79.6,39.6
matelea biflora,84.8,44.8
matelea borinquensis,80,60
matelea brevicoronata,84.8,44.8
matelea carolinensis,75.1,35.1
matelea cordifolia,80.3,40.3
matelea cynanchoides,84.8,44.8
matelea decipiens,75.1,35.1
matelea edwardsensis,84.8,44.8
matelea flavidula,77.6,37.6
matelea floridana,90.7,50.7
matelea gonocarpos,75.1,35.1
matelea maritima,80,60
matelea obliqua,71.8,31.8
matelea parviflora,84.8,44.8
matelea parvifolia,84.8,44.8
matelea producta,84.8,44.8
matelea pubiflora,83.5,43.5
matelea radiata,84.8,44.8
matelea reticulata,84.8,44.8
matelea sagittifolia,84.8,44.8
matelea sintenisii,80,60
matelea texensis,84.8,44.8
matelea variifolia,80,60
matelea woodsonii,84.8,44.8
matricaria,80,60
matricaria courrantiana,84.8,44.8
matricaria discoidea,80,60
matricaria occidentalis,68.4,28.4
matricaria recutita,80,60
matteuccia,80,60
matteuccia struthiopteris,80,60
matthiola,80,60
matthiola incana,80,60
matthiola longipetala,80,60
maurandella,68.6,28.6
maurandella antirrhiniflora,68.6,28.6
maurandya,90.7,50.7
maurandya barclaiana,90.7,50.7
maxillaria,80,60
maxillaria acutifolia,80,60
maxillaria coccinea,80,60
maxillaria crassifolia,90.7,50.7
maxillaria parviflora,80,60
mayaca,75.1,35.1
mayaca fluviatilis,75.1,35.1
maytenus,80,60
maytenus boaria,79.4,39.4
maytenus cymosa,80,60
maytenus elongata,80,60
maytenus laevigata,80,60
maytenus phyllanthoides,84.8,44.8
maytenus ponceana,80,60
mazus,63.1,23.1
mazus miquelii,71.8,31.8
mazus pumilus,63.1,23.1
mecardonia,80,60
mecardonia acuminata,75.1,35.1
mecardonia acuminata var. acuminata,75.1,35.1
mecardonia acuminata var. microphylla,83.4,43.4
mecardonia acuminata var. peninsularis,90.7,50.7
mecardonia procumbens,80,60
meconella,80,60
meconella californica,79.4,39.4
meconella denticulata,79.4,39.4
meconella oregana,80,60
mecranium,80,60
mecranium latifolium,80,60
medeola,80,60
medeola virginiana,80,60
medicago,80,60
medicago arabica,80,60
medicago heldreichii,74.2,34.2
medicago hybrida,71.7,31.7
medicago laciniata,80,60
medicago littoralis,72.7,32.7
medicago lupulina,80,60
medicago minima,68.3,28.3
medicago monantha,67.9,27.9
medicago monspeliaca,65.4,25.4
medicago orbicularis,84.8,44.8
medicago polymorpha,80,60
medicago praecox,68.4,28.4
medicago rigidula,67.9,27.9
medicago rugosa,90,50
medicago sativa,80,60
medicago sativa ssp. falcata,80,60
medicago sativa ssp. sativa,80,60
medicago scutellata,74.2,34.2
medicago turbinata,68.4,28.4
medinilla,90,50
medinilla venosa,90,50
meehania,71.8,31.8
meehania cordata,71.8,31.8
megalastrum,80,60
megalastrum subincisa,80,60
melaleuca,80,60
melaleuca linariifolia,90.7,50.7
melaleuca quinquenervia,80,60
melampodium,80,60
